model_i,model_PPI,iRMSD,lRMSD,FNAT
1,8gsw-model-1_A_Z,0.11,0.229,0.962963
2,8gsw-model-2_A_Z,23.378,49.427,0.007407
3,8gsw-model-3_A_Z,20.144,45.901,0.0
4,8gsw-model-4_A_Z,23.315,64.87,0.0
5,8gsw-model-5_A_Z,21.418,44.451,0.0
6,8gsw-model-6_A_Z,21.945,52.599,0.0
7,8gsw-model-7_A_Z,19.392,50.811,0.007407
8,8gsw-model-8_A_Z,25.093,54.165,0.0
9,8gsw-model-9_A_Z,17.919,38.05,0.007407
10,8gsw-model-10_A_Z,25.638,62.736,0.0
11,8gsw-model-11_A_Z,20.126,50.001,0.0
12,8gsw-model-12_A_Z,19.132,50.244,0.0
13,8gsw-model-13_A_Z,26.728,71.013,0.0
14,8gsw-model-14_A_Z,23.856,55.241,0.0
15,8gsw-model-15_A_Z,23.72,65.785,0.0
16,8gsw-model-16_A_Z,25.746,69.595,0.0
17,8gsw-model-17_A_Z,14.616,39.623,0.0
18,8gsw-model-18_A_Z,15.897,39.523,0.0
19,8gsw-model-19_A_Z,23.084,70.318,0.0
20,8gsw-model-20_A_Z,24.321,58.49,0.0
21,8gsw-model-21_A_Z,22.514,59.148,0.0
22,8gsw-model-22_A_Z,22.689,63.217,0.0
23,8gsw-model-23_A_Z,26.783,62.617,0.0
24,8gsw-model-24_A_Z,3.631,11.219,0.22963
25,8gsw-model-25_A_Z,24.842,60.107,0.0
26,8gsw-model-26_A_Z,21.66,48.55,0.0
27,8gsw-model-27_A_Z,20.734,48.63,0.0
28,8gsw-model-28_A_Z,21.491,64.937,0.0
29,8gsw-model-29_A_Z,19.489,44.271,0.0
30,8gsw-model-30_A_Z,19.945,50.259,0.0
31,8gsw-model-31_A_Z,22.85,64.992,0.0
32,8gsw-model-32_A_Z,20.197,42.503,0.0
33,8gsw-model-33_A_Z,22.276,50.864,0.0
34,8gsw-model-34_A_Z,9.799,30.359,0.051852
35,8gsw-model-35_A_Z,19.295,52.114,0.0
36,8gsw-model-36_A_Z,16.349,45.215,0.0
37,8gsw-model-37_A_Z,23.289,61.065,0.0
38,8gsw-model-38_A_Z,22.308,53.77,0.0
39,8gsw-model-39_A_Z,23.631,52.422,0.0
40,8gsw-model-40_A_Z,21.575,46.677,0.0
41,8gsw-model-41_A_Z,17.713,27.2,0.0
42,8gsw-model-42_A_Z,16.453,46.204,0.0
43,8gsw-model-43_A_Z,26.796,56.813,0.0
44,8gsw-model-44_A_Z,8.324,14.443,0.014815
45,8gsw-model-45_A_Z,19.115,53.029,0.0
46,8gsw-model-46_A_Z,22.824,50.007,0.0
47,8gsw-model-47_A_Z,21.845,47.968,0.0
48,8gsw-model-48_A_Z,24.039,65.618,0.0
49,8gsw-model-49_A_Z,22.671,60.13,0.0
50,8gsw-model-50_A_Z,18.071,28.285,0.0
51,8gsw-model-51_A_Z,19.637,55.977,0.007407
52,8gsw-model-52_A_Z,24.351,57.75,0.0
53,8gsw-model-53_A_Z,22.826,56.577,0.0
54,8gsw-model-54_A_Z,22.706,65.105,0.0
55,8gsw-model-55_A_Z,18.301,46.537,0.0
56,8gsw-model-56_A_Z,19.782,53.793,0.0
57,8gsw-model-57_A_Z,20.248,53.688,0.0
58,8gsw-model-58_A_Z,22.602,60.52,0.0
59,8gsw-model-59_A_Z,21.929,55.751,0.0
60,8gsw-model-60_A_Z,23.469,50.967,0.0
61,8gsw-model-61_A_Z,20.247,56.768,0.0
62,8gsw-model-62_A_Z,21.8,53.022,0.0
63,8gsw-model-63_A_Z,21.055,59.374,0.0
64,8gsw-model-64_A_Z,17.641,58.641,0.037037
65,8gsw-model-65_A_Z,17.056,43.024,0.022222
66,8gsw-model-66_A_Z,21.514,49.486,0.0
67,8gsw-model-67_A_Z,19.193,54.758,0.0
68,8gsw-model-68_A_Z,19.873,43.264,0.0
69,8gsw-model-69_A_Z,13.509,40.2,0.0
70,8gsw-model-70_A_Z,18.662,51.635,0.0
71,8gsw-model-71_A_Z,27.248,58.78,0.0
72,8gsw-model-72_A_Z,22.738,60.1,0.0
73,8gsw-model-73_A_Z,15.108,40.527,0.007407
74,8gsw-model-74_A_Z,21.025,52.789,0.0
75,8gsw-model-75_A_Z,23.81,75.164,0.0
76,8gsw-model-76_A_Z,23.743,51.034,0.0
77,8gsw-model-77_A_Z,24.345,57.699,0.0
78,8gsw-model-78_A_Z,25.086,54.036,0.0
79,8gsw-model-79_A_Z,21.242,41.367,0.0
80,8gsw-model-80_A_Z,20.16,57.026,0.0
81,8gsw-model-81_A_Z,21.84,60.714,0.007407
82,8gsw-model-82_A_Z,23.702,49.167,0.0
83,8gsw-model-83_A_Z,21.474,62.353,0.0
84,8gsw-model-84_A_Z,24.772,58.853,0.0
85,8gsw-model-85_A_Z,18.618,52.059,0.0
86,8gsw-model-86_A_Z,26.153,60.699,0.0
87,8gsw-model-87_A_Z,25.046,66.079,0.0
88,8gsw-model-88_A_Z,25.224,62.559,0.0
89,8gsw-model-89_A_Z,17.035,41.513,0.0
90,8gsw-model-90_A_Z,14.783,34.49,0.0
91,8gsw-model-91_A_Z,19.861,50.331,0.0
92,8gsw-model-92_A_Z,24.287,58.722,0.0
93,8gsw-model-93_A_Z,19.627,46.532,0.0
94,8gsw-model-94_A_Z,19.886,39.949,0.0
95,8gsw-model-95_A_Z,16.307,35.473,0.0
96,8gsw-model-96_A_Z,18.854,51.888,0.0
97,8gsw-model-97_A_Z,17.561,40.144,0.0
98,8gsw-model-98_A_Z,19.393,42.569,0.0
99,8gsw-model-99_A_Z,21.649,47.035,0.0
100,8gsw-model-100_A_Z,23.512,47.513,0.0
