model_i,model_PPI,iRMSD,lRMSD,FNAT
1,8bb7-model-1_A_Z,0.199,0.703,0.983871
2,8bb7-model-2_A_Z,20.965,51.186,0.0
3,8bb7-model-3_A_Z,12.906,32.114,0.0
4,8bb7-model-4_A_Z,21.435,61.403,0.0
5,8bb7-model-5_A_Z,14.691,29.393,0.0
6,8bb7-model-6_A_Z,12.892,28.539,0.0
7,8bb7-model-7_A_Z,22.83,55.9,0.0
8,8bb7-model-8_A_Z,11.562,21.834,0.0
9,8bb7-model-9_A_Z,20.125,53.526,0.0
10,8bb7-model-10_A_Z,11.919,22.071,0.0
11,8bb7-model-11_A_Z,21.08,51.101,0.0
12,8bb7-model-12_A_Z,19.265,54.664,0.0
13,8bb7-model-13_A_Z,21.997,58.927,0.0
14,8bb7-model-14_A_Z,19.361,51.219,0.0
15,8bb7-model-15_A_Z,13.981,25.758,0.0
16,8bb7-model-16_A_Z,23.66,72.053,0.0
17,8bb7-model-17_A_Z,12.701,23.686,0.0
18,8bb7-model-18_A_Z,11.366,26.265,0.0
19,8bb7-model-19_A_Z,13.185,25.574,0.0
20,8bb7-model-20_A_Z,20.452,68.135,0.0
21,8bb7-model-21_A_Z,20.283,70.343,0.0
22,8bb7-model-22_A_Z,11.915,32.673,0.0
23,8bb7-model-23_A_Z,12.424,24.566,0.032258
24,8bb7-model-24_A_Z,11.649,22.676,0.016129
25,8bb7-model-25_A_Z,21.281,60.852,0.0
26,8bb7-model-26_A_Z,12.534,24.068,0.0
27,8bb7-model-27_A_Z,12.933,24.543,0.0
28,8bb7-model-28_A_Z,22.755,58.594,0.0
29,8bb7-model-29_A_Z,12.482,22.799,0.0
30,8bb7-model-30_A_Z,22.525,66.852,0.0
31,8bb7-model-31_A_Z,17.274,46.861,0.0
32,8bb7-model-32_A_Z,14.604,27.392,0.0
33,8bb7-model-33_A_Z,13.964,29.174,0.0
34,8bb7-model-34_A_Z,11.332,20.536,0.0
35,8bb7-model-35_A_Z,21.901,50.656,0.0
36,8bb7-model-36_A_Z,16.961,48.504,0.0
37,8bb7-model-37_A_Z,11.383,25.453,0.0
38,8bb7-model-38_A_Z,22.054,55.038,0.0
39,8bb7-model-39_A_Z,1.735,5.111,0.629032
40,8bb7-model-40_A_Z,20.355,61.03,0.0
41,8bb7-model-41_A_Z,12.018,25.004,0.032258
42,8bb7-model-42_A_Z,17.837,43.702,0.0
43,8bb7-model-43_A_Z,20.724,59.585,0.0
44,8bb7-model-44_A_Z,14.969,32.558,0.0
45,8bb7-model-45_A_Z,21.551,56.183,0.0
46,8bb7-model-46_A_Z,28.285,73.051,0.0
47,8bb7-model-47_A_Z,21.43,65.098,0.0
48,8bb7-model-48_A_Z,19.242,57.594,0.0
49,8bb7-model-49_A_Z,18.963,50.984,0.0
50,8bb7-model-50_A_Z,21.099,66.357,0.0
51,8bb7-model-51_A_Z,13.884,29.422,0.0
52,8bb7-model-52_A_Z,12.008,25.986,0.0
53,8bb7-model-53_A_Z,12.142,24.909,0.032258
54,8bb7-model-54_A_Z,10.437,26.151,0.0
55,8bb7-model-55_A_Z,23.535,52.077,0.0
56,8bb7-model-56_A_Z,11.523,22.864,0.0
57,8bb7-model-57_A_Z,12.847,26.596,0.032258
58,8bb7-model-58_A_Z,23.539,56.92,0.0
59,8bb7-model-59_A_Z,23.102,55.673,0.0
60,8bb7-model-60_A_Z,2.354,5.797,0.548387
61,8bb7-model-61_A_Z,9.697,16.182,0.0
62,8bb7-model-62_A_Z,14.228,25.36,0.064516
63,8bb7-model-63_A_Z,23.356,67.908,0.0
64,8bb7-model-64_A_Z,23.667,66.702,0.0
65,8bb7-model-65_A_Z,24.5,68.751,0.0
66,8bb7-model-66_A_Z,22.012,49.334,0.0
67,8bb7-model-67_A_Z,20.348,56.526,0.0
68,8bb7-model-68_A_Z,24.991,66.502,0.0
69,8bb7-model-69_A_Z,24.159,62.411,0.0
70,8bb7-model-70_A_Z,23.115,64.924,0.0
71,8bb7-model-71_A_Z,5.341,16.966,0.048387
72,8bb7-model-72_A_Z,24.94,67.127,0.0
73,8bb7-model-73_A_Z,25.074,68.405,0.0
74,8bb7-model-74_A_Z,1.953,6.733,0.483871
75,8bb7-model-75_A_Z,20.684,58.915,0.0
76,8bb7-model-76_A_Z,12.086,21.611,0.0
77,8bb7-model-77_A_Z,21.817,48.736,0.0
78,8bb7-model-78_A_Z,16.879,38.698,0.0
79,8bb7-model-79_A_Z,14.135,33.78,0.0
80,8bb7-model-80_A_Z,10.484,29.474,0.0
81,8bb7-model-81_A_Z,16.748,44.538,0.0
82,8bb7-model-82_A_Z,11.393,28.237,0.0
83,8bb7-model-83_A_Z,22.746,55.417,0.0
84,8bb7-model-84_A_Z,23.649,67.197,0.0
85,8bb7-model-85_A_Z,21.22,55.878,0.0
86,8bb7-model-86_A_Z,19.213,53.113,0.0
87,8bb7-model-87_A_Z,23.156,53.159,0.0
88,8bb7-model-88_A_Z,8.819,17.541,0.0
89,8bb7-model-89_A_Z,21.119,55.215,0.0
90,8bb7-model-90_A_Z,21.529,65.987,0.0
91,8bb7-model-91_A_Z,22.672,58.923,0.0
92,8bb7-model-92_A_Z,11.616,25.324,0.0
93,8bb7-model-93_A_Z,24.797,57.523,0.0
94,8bb7-model-94_A_Z,21.919,58.181,0.0
95,8bb7-model-95_A_Z,21.5,58.874,0.0
96,8bb7-model-96_A_Z,16.657,45.044,0.0
97,8bb7-model-97_A_Z,12.461,25.931,0.016129
98,8bb7-model-98_A_Z,11.907,23.457,0.032258
99,8bb7-model-99_A_Z,24.053,66.501,0.0
100,8bb7-model-100_A_Z,11.627,22.533,0.0
